session	topic	subject	product	goal	tasktype
748	60	0	intellectual	specific	interpretive
749	56	0	factual	amorphous	known-subject
750	4	0	factual	specific	known-item
751	43	0	intellectual	specific	interpretive
752	25	0	intellectual	specific	interpretive
753	24	0	factual	specific	known-item
754	3	0	intellectual	amorphous	exploratory
755	8	0	factual	specific	known-item
756	41	0	factual	amorphous	known-subject
757	5	0	factual	amorphous	known-subject
758	46	0	intellectual	amorphous	exploratory
759	46	0	intellectual	amorphous	exploratory
760	16	0	factual	amorphous	known-subject
761	1	0	factual	amorphous	known-subject
762	43	0	intellectual	specific	interpretive
763	56	0	factual	amorphous	known-subject
764	37	0	factual	specific	known-item
765	21	0	factual	amorphous	known-subject
766	13	0	factual	amorphous	known-subject
767	15	0	factual	specific	known-item
768	29	0	factual	specific	known-item
769	44	0	intellectual	specific	interpretive
770	3	0	intellectual	amorphous	exploratory
771	50	0	intellectual	specific	interpretive
772	5	0	factual	amorphous	known-subject
773	59	0	factual	amorphous	known-subject
774	46	0	intellectual	amorphous	exploratory
775	42	0	intellectual	amorphous	exploratory
776	18	0	intellectual	amorphous	exploratory
777	25	0	intellectual	specific	interpretive
778	4	0	factual	specific	known-item
779	4	0	factual	specific	known-item
780	14	0	intellectual	specific	interpretive
781	38	0	factual	specific	known-item
782	24	0	factual	specific	known-item
783	58	0	intellectual	specific	interpretive
784	1	0	factual	amorphous	known-subject
785	48	0	factual	amorphous	known-subject
786	55	0	factual	specific	known-item
787	22	0	intellectual	specific	interpretive
788	22	0	intellectual	specific	interpretive
789	16	0	factual	amorphous	known-subject
790	32	0	intellectual	amorphous	exploratory
791	30	0	intellectual	specific	interpretive
792	6	0	factual	amorphous	known-subject
793	23	0	factual	amorphous	known-subject
794	28	0	intellectual	specific	interpretive
795	45	0	intellectual	amorphous	exploratory
796	36	0	factual	amorphous	known-subject
797	3	0	intellectual	amorphous	exploratory
798	43	0	intellectual	specific	interpretive
799	11	0	intellectual	specific	interpretive
800	57	0	intellectual	amorphous	exploratory
801	51	0	factual	specific	known-item
802	8	0	factual	specific	known-item
803	46	0	intellectual	amorphous	exploratory
804	32	0	intellectual	amorphous	exploratory
805	23	0	factual	amorphous	known-subject
806	59	0	factual	amorphous	known-subject
807	19	0	intellectual	amorphous	exploratory
808	42	0	intellectual	amorphous	exploratory
809	49	0	factual	specific	known-item
810	7	0	intellectual	amorphous	exploratory
811	24	0	factual	specific	known-item
812	56	0	factual	amorphous	known-subject
813	28	0	intellectual	specific	interpretive
814	18	0	intellectual	amorphous	exploratory
815	12	0	intellectual	amorphous	exploratory
816	7	0	intellectual	amorphous	exploratory
817	31	0	factual	specific	known-item
818	25	0	intellectual	specific	interpretive
819	43	0	intellectual	specific	interpretive
820	17	0	intellectual	amorphous	exploratory
821	45	0	intellectual	amorphous	exploratory
822	17	0	intellectual	amorphous	exploratory
823	29	0	factual	specific	known-item
824	59	0	factual	amorphous	known-subject
825	5	0	factual	amorphous	known-subject
826	28	0	intellectual	specific	interpretive
827	23	0	factual	amorphous	known-subject
828	60	0	intellectual	specific	interpretive
829	10	0	intellectual	amorphous	exploratory
830	32	0	intellectual	amorphous	exploratory
831	27	0	factual	specific	known-item
832	59	0	factual	amorphous	known-subject
833	42	0	intellectual	amorphous	exploratory
834	24	0	factual	specific	known-item
835	57	0	intellectual	amorphous	exploratory
836	26	0	intellectual	amorphous	exploratory
837	46	0	intellectual	amorphous	exploratory
838	35	0	intellectual	specific	interpretive
839	52	0	intellectual	specific	interpretive
840	28	0	intellectual	specific	interpretive
841	42	0	intellectual	amorphous	exploratory
842	51	0	factual	specific	known-item
843	44	0	intellectual	specific	interpretive
844	47	0	factual	specific	known-item
845	16	0	factual	amorphous	known-subject
846	26	0	intellectual	amorphous	exploratory
847	38	0	factual	specific	known-item
848	14	0	intellectual	specific	interpretive
849	11	0	intellectual	specific	interpretive
850	43	0	intellectual	specific	interpretive
851	56	0	factual	amorphous	known-subject
852	3	0	intellectual	amorphous	exploratory
853	55	0	factual	specific	known-item
854	56	0	factual	amorphous	known-subject
855	44	0	intellectual	specific	interpretive
856	37	0	factual	specific	known-item
857	48	0	factual	amorphous	known-subject
858	10	0	intellectual	amorphous	exploratory
859	32	0	intellectual	amorphous	exploratory
860	24	0	factual	specific	known-item
861	18	0	intellectual	amorphous	exploratory
862	18	0	intellectual	amorphous	exploratory
863	60	0	intellectual	specific	interpretive
864	35	0	intellectual	specific	interpretive
865	36	0	factual	amorphous	known-subject
866	56	0	factual	amorphous	known-subject
867	31	0	factual	specific	known-item
868	55	0	factual	specific	known-item
869	13	0	factual	amorphous	known-subject
870	53	0	intellectual	specific	interpretive
871	47	0	factual	specific	known-item
872	15	0	factual	specific	known-item
873	5	0	factual	amorphous	known-subject
874	57	0	intellectual	amorphous	exploratory
875	48	0	factual	amorphous	known-subject
876	6	0	factual	amorphous	known-subject
877	4	0	factual	specific	known-item
878	27	0	factual	specific	known-item
879	50	0	intellectual	specific	interpretive
880	38	0	factual	specific	known-item
881	24	0	factual	specific	known-item
882	12	0	intellectual	amorphous	exploratory
883	37	0	factual	specific	known-item
884	56	0	factual	amorphous	known-subject
885	16	0	factual	amorphous	known-subject
886	1	0	factual	amorphous	known-subject
887	51	0	factual	specific	known-item
888	31	0	factual	specific	known-item
889	48	0	factual	amorphous	known-subject
890	15	0	factual	specific	known-item
891	28	0	intellectual	specific	interpretive
892	19	0	intellectual	amorphous	exploratory
893	57	0	intellectual	amorphous	exploratory
894	16	0	factual	amorphous	known-subject
895	45	0	intellectual	amorphous	exploratory
896	17	0	intellectual	amorphous	exploratory
897	59	0	factual	amorphous	known-subject
898	27	0	factual	specific	known-item
899	10	0	intellectual	amorphous	exploratory
900	35	0	intellectual	specific	interpretive
901	14	0	intellectual	specific	interpretive
902	11	0	intellectual	specific	interpretive
903	28	0	intellectual	specific	interpretive
904	1	0	factual	amorphous	known-subject
905	29	0	factual	specific	known-item
906	54	0	factual	specific	known-item
907	46	0	intellectual	amorphous	exploratory
908	42	0	intellectual	amorphous	exploratory
909	24	0	factual	specific	known-item
910	3	0	intellectual	amorphous	exploratory
911	14	0	intellectual	specific	interpretive
912	28	0	intellectual	specific	interpretive
913	6	0	factual	amorphous	known-subject
914	16	0	factual	amorphous	known-subject
915	17	0	intellectual	amorphous	exploratory
916	25	0	intellectual	specific	interpretive
917	29	0	factual	specific	known-item
918	5	0	factual	amorphous	known-subject
919	54	0	factual	specific	known-item
920	15	0	factual	specific	known-item
921	41	0	factual	amorphous	known-subject
922	24	0	factual	specific	known-item
923	49	0	factual	specific	known-item
924	6	0	factual	amorphous	known-subject
925	43	0	intellectual	specific	interpretive
926	50	0	intellectual	specific	interpretive
927	19	0	intellectual	amorphous	exploratory
928	2	0	factual	specific	known-item
929	8	0	factual	specific	known-item
930	3	0	intellectual	amorphous	exploratory
931	41	0	factual	amorphous	known-subject
932	9	0	factual	amorphous	known-subject
933	54	0	factual	specific	known-item
934	32	0	intellectual	amorphous	exploratory
935	37	0	factual	specific	known-item
936	55	0	factual	specific	known-item
937	33	0	factual	amorphous	known-subject
938	16	0	factual	amorphous	known-subject
939	37	0	factual	specific	known-item
940	38	0	factual	specific	known-item
941	36	0	factual	amorphous	known-subject
942	56	0	factual	amorphous	known-subject
943	42	0	intellectual	amorphous	exploratory
944	23	0	factual	amorphous	known-subject
945	24	0	factual	specific	known-item
946	1	0	factual	amorphous	known-subject
947	28	0	intellectual	specific	interpretive
948	45	0	intellectual	amorphous	exploratory
949	44	0	intellectual	specific	interpretive
950	15	0	factual	specific	known-item
951	31	0	factual	specific	known-item
952	22	0	intellectual	specific	interpretive
953	3	0	intellectual	amorphous	exploratory
954	38	0	factual	specific	known-item
955	20	0	intellectual	amorphous	exploratory
956	38	0	factual	specific	known-item
957	36	0	factual	amorphous	known-subject
958	50	0	intellectual	specific	interpretive
959	6	0	factual	amorphous	known-subject
960	36	0	factual	amorphous	known-subject
961	16	0	factual	amorphous	known-subject
962	40	0	factual	amorphous	known-subject
963	49	0	factual	specific	known-item
964	20	0	intellectual	amorphous	exploratory
965	7	0	intellectual	amorphous	exploratory
966	48	0	factual	amorphous	known-subject
967	22	0	intellectual	specific	interpretive
968	57	0	intellectual	amorphous	exploratory
969	49	0	factual	specific	known-item
970	37	0	factual	specific	known-item
971	13	0	factual	amorphous	known-subject
972	47	0	factual	specific	known-item
973	18	0	intellectual	amorphous	exploratory
974	35	0	intellectual	specific	interpretive
975	9	0	factual	amorphous	known-subject
976	25	0	intellectual	specific	interpretive
977	5	0	factual	amorphous	known-subject
978	60	0	intellectual	specific	interpretive
979	11	0	intellectual	specific	interpretive
980	13	0	factual	amorphous	known-subject
981	60	0	intellectual	specific	interpretive
982	8	0	factual	specific	known-item
983	31	0	factual	specific	known-item
984	55	0	factual	specific	known-item
985	5	0	factual	amorphous	known-subject
986	19	0	intellectual	amorphous	exploratory
987	2	0	factual	specific	known-item
988	56	0	factual	amorphous	known-subject
989	5	0	factual	amorphous	known-subject
990	45	0	intellectual	amorphous	exploratory
991	57	0	intellectual	amorphous	exploratory
992	2	0	factual	specific	known-item
993	57	0	intellectual	amorphous	exploratory
994	20	0	intellectual	amorphous	exploratory
995	44	0	intellectual	specific	interpretive
996	20	0	intellectual	amorphous	exploratory
997	35	0	intellectual	specific	interpretive
998	58	0	intellectual	specific	interpretive
999	58	0	intellectual	specific	interpretive
1000	9	0	factual	amorphous	known-subject
1001	29	0	factual	specific	known-item
1002	24	0	factual	specific	known-item
1003	19	0	intellectual	amorphous	exploratory
1004	52	0	intellectual	specific	interpretive
1005	5	0	factual	amorphous	known-subject
1006	36	0	factual	amorphous	known-subject
1007	37	0	factual	specific	known-item
1008	42	0	intellectual	amorphous	exploratory
1009	28	0	intellectual	specific	interpretive
1010	7	0	intellectual	amorphous	exploratory
1011	4	0	factual	specific	known-item
1012	27	0	factual	specific	known-item
1013	59	0	factual	amorphous	known-subject
1014	60	0	intellectual	specific	interpretive
1015	48	0	factual	amorphous	known-subject
1016	26	0	intellectual	amorphous	exploratory
1017	33	0	factual	amorphous	known-subject
1018	10	0	intellectual	amorphous	exploratory
1019	42	0	intellectual	amorphous	exploratory
1020	18	0	intellectual	amorphous	exploratory
1021	32	0	intellectual	amorphous	exploratory
1022	32	0	intellectual	amorphous	exploratory
1023	41	0	factual	amorphous	known-subject
1024	53	0	intellectual	specific	interpretive
1025	48	0	factual	amorphous	known-subject
1026	20	0	intellectual	amorphous	exploratory
1027	5	0	factual	amorphous	known-subject
1028	33	0	factual	amorphous	known-subject
1029	20	0	intellectual	amorphous	exploratory
1030	43	0	intellectual	specific	interpretive
1031	4	0	factual	specific	known-item
1032	27	0	factual	specific	known-item
1033	9	0	factual	amorphous	known-subject
1034	2	0	factual	specific	known-item
1035	11	0	intellectual	specific	interpretive
1036	5	0	factual	amorphous	known-subject
1037	44	0	intellectual	specific	interpretive
1038	45	0	intellectual	amorphous	exploratory
1039	10	0	intellectual	amorphous	exploratory
1040	41	0	factual	amorphous	known-subject
1041	33	0	factual	amorphous	known-subject
1042	15	0	factual	specific	known-item
1043	26	0	intellectual	amorphous	exploratory
1044	18	0	intellectual	amorphous	exploratory
1045	37	0	factual	specific	known-item
1046	1	0	factual	amorphous	known-subject
1047	18	0	intellectual	amorphous	exploratory
1048	8	0	factual	specific	known-item
1049	41	0	factual	amorphous	known-subject
1050	15	0	factual	specific	known-item
1051	1	0	factual	amorphous	known-subject
1052	20	0	intellectual	amorphous	exploratory
1053	50	0	intellectual	specific	interpretive
1054	37	0	factual	specific	known-item
1055	31	0	factual	specific	known-item
1056	4	0	factual	specific	known-item
1057	54	0	factual	specific	known-item
1058	24	0	factual	specific	known-item
1059	23	0	factual	amorphous	known-subject
1060	10	0	intellectual	amorphous	exploratory
1061	43	0	intellectual	specific	interpretive
1062	27	0	factual	specific	known-item
1063	15	0	factual	specific	known-item
1064	5	0	factual	amorphous	known-subject
1065	34	0	intellectual	specific	interpretive
1066	6	0	factual	amorphous	known-subject
1067	50	0	intellectual	specific	interpretive
1068	48	0	factual	amorphous	known-subject
1069	41	0	factual	amorphous	known-subject
1070	57	0	intellectual	amorphous	exploratory
1071	8	0	factual	specific	known-item
1072	49	0	factual	specific	known-item
1073	56	0	factual	amorphous	known-subject
1074	5	0	factual	amorphous	known-subject
1075	25	0	intellectual	specific	interpretive
1076	51	0	factual	specific	known-item
1077	21	0	factual	amorphous	known-subject
1078	22	0	intellectual	specific	interpretive
1079	11	0	intellectual	specific	interpretive
1080	40	0	factual	amorphous	known-subject
1081	39	0	intellectual	amorphous	exploratory
1082	27	0	factual	specific	known-item
1083	52	0	intellectual	specific	interpretive
1084	47	0	factual	specific	known-item
1085	32	0	intellectual	amorphous	exploratory
1086	18	0	intellectual	amorphous	exploratory
1087	21	0	factual	amorphous	known-subject
1088	8	0	factual	specific	known-item
1089	27	0	factual	specific	known-item
1090	32	0	intellectual	amorphous	exploratory
1091	55	0	factual	specific	known-item
1092	43	0	intellectual	specific	interpretive
1093	3	0	intellectual	amorphous	exploratory
1094	59	0	factual	amorphous	known-subject
1095	43	0	intellectual	specific	interpretive
1096	39	0	intellectual	amorphous	exploratory
1097	28	0	intellectual	specific	interpretive
1098	1	0	factual	amorphous	known-subject
1099	48	0	factual	amorphous	known-subject
1100	27	0	factual	specific	known-item
1101	46	0	intellectual	amorphous	exploratory
1102	36	0	factual	amorphous	known-subject
1103	41	0	factual	amorphous	known-subject
1104	34	0	intellectual	specific	interpretive
1105	40	0	factual	amorphous	known-subject
1106	4	0	factual	specific	known-item
1107	16	0	factual	amorphous	known-subject
1108	37	0	factual	specific	known-item
1109	26	0	intellectual	amorphous	exploratory
1110	58	0	intellectual	specific	interpretive
1111	30	0	intellectual	specific	interpretive
1112	55	0	factual	specific	known-item
1113	37	0	factual	specific	known-item
1114	13	0	factual	amorphous	known-subject
1115	28	0	intellectual	specific	interpretive
1116	12	0	intellectual	amorphous	exploratory
1117	22	0	intellectual	specific	interpretive
1118	25	0	intellectual	specific	interpretive
1119	33	0	factual	amorphous	known-subject
1120	5	0	factual	amorphous	known-subject
1121	1	0	factual	amorphous	known-subject
1122	16	0	factual	amorphous	known-subject
1123	21	0	factual	amorphous	known-subject
1124	5	0	factual	amorphous	known-subject
1125	56	0	factual	amorphous	known-subject
1126	14	0	intellectual	specific	interpretive
1127	16	0	factual	amorphous	known-subject
1128	47	0	factual	specific	known-item
1129	44	0	intellectual	specific	interpretive
1130	37	0	factual	specific	known-item
1131	40	0	factual	amorphous	known-subject
1132	47	0	factual	specific	known-item
1133	42	0	intellectual	amorphous	exploratory
1134	59	0	factual	amorphous	known-subject
1135	37	0	factual	specific	known-item
1136	57	0	intellectual	amorphous	exploratory
1137	31	0	factual	specific	known-item
1138	28	0	intellectual	specific	interpretive
1139	36	0	factual	amorphous	known-subject
1140	49	0	factual	specific	known-item
1141	31	0	factual	specific	known-item
1142	45	0	intellectual	amorphous	exploratory
1143	3	0	intellectual	amorphous	exploratory
1144	41	0	factual	amorphous	known-subject
1145	37	0	factual	specific	known-item
1146	46	0	intellectual	amorphous	exploratory
1147	52	0	intellectual	specific	interpretive
1148	12	0	intellectual	amorphous	exploratory
1149	58	0	intellectual	specific	interpretive
1150	8	0	factual	specific	known-item
1151	44	0	intellectual	specific	interpretive
1152	44	0	intellectual	specific	interpretive
1153	50	0	intellectual	specific	interpretive
1154	56	0	factual	amorphous	known-subject
1155	60	0	intellectual	specific	interpretive
1156	8	0	factual	specific	known-item
1157	13	0	factual	amorphous	known-subject
1158	29	0	factual	specific	known-item
1159	4	0	factual	specific	known-item
1160	60	0	intellectual	specific	interpretive
1161	2	0	factual	specific	known-item
1162	51	0	factual	specific	known-item
1163	36	0	factual	amorphous	known-subject
1164	22	0	intellectual	specific	interpretive
1165	53	0	intellectual	specific	interpretive
1166	30	0	intellectual	specific	interpretive
1167	43	0	intellectual	specific	interpretive
1168	17	0	intellectual	amorphous	exploratory
1169	3	0	intellectual	amorphous	exploratory
1170	3	0	intellectual	amorphous	exploratory
1171	21	0	factual	amorphous	known-subject
1172	15	0	factual	specific	known-item
1173	53	0	intellectual	specific	interpretive
1174	4	0	factual	specific	known-item
1175	49	0	factual	specific	known-item
1176	33	0	factual	amorphous	known-subject
1177	32	0	intellectual	amorphous	exploratory
1178	6	0	factual	amorphous	known-subject
1179	34	0	intellectual	specific	interpretive
1180	36	0	factual	amorphous	known-subject
1181	16	0	factual	amorphous	known-subject
1182	7	0	intellectual	amorphous	exploratory
1183	54	0	factual	specific	known-item
1184	39	0	intellectual	amorphous	exploratory
1185	58	0	intellectual	specific	interpretive
1186	12	0	intellectual	amorphous	exploratory
1187	19	0	intellectual	amorphous	exploratory
1188	53	0	intellectual	specific	interpretive
1189	24	0	factual	specific	known-item
1190	46	0	intellectual	amorphous	exploratory
1191	45	0	intellectual	amorphous	exploratory
1192	57	0	intellectual	amorphous	exploratory
1193	16	0	factual	amorphous	known-subject
1194	28	0	intellectual	specific	interpretive
1195	19	0	intellectual	amorphous	exploratory
1196	5	0	factual	amorphous	known-subject
1197	36	0	factual	amorphous	known-subject
1198	37	0	factual	specific	known-item
1199	50	0	intellectual	specific	interpretive
1200	4	0	factual	specific	known-item
1201	52	0	intellectual	specific	interpretive
1202	6	0	factual	amorphous	known-subject
1203	1	0	factual	amorphous	known-subject
1204	17	0	intellectual	amorphous	exploratory
1205	37	0	factual	specific	known-item
1206	58	0	intellectual	specific	interpretive
1207	60	0	intellectual	specific	interpretive
1208	28	0	intellectual	specific	interpretive
1209	20	0	intellectual	amorphous	exploratory
1210	23	0	factual	amorphous	known-subject
1211	10	0	intellectual	amorphous	exploratory
1212	37	0	factual	specific	known-item
1213	54	0	factual	specific	known-item
1214	35	0	intellectual	specific	interpretive
1215	3	0	intellectual	amorphous	exploratory
1216	24	0	factual	specific	known-item
1217	60	0	intellectual	specific	interpretive
1218	13	0	factual	amorphous	known-subject
1219	2	0	factual	specific	known-item
1220	54	0	factual	specific	known-item
1221	33	0	factual	amorphous	known-subject
1222	59	0	factual	amorphous	known-subject
1223	57	0	intellectual	amorphous	exploratory
1224	37	0	factual	specific	known-item
1225	60	0	intellectual	specific	interpretive
1226	60	0	intellectual	specific	interpretive
1227	20	0	intellectual	amorphous	exploratory
1228	59	0	factual	amorphous	known-subject
1229	17	0	intellectual	amorphous	exploratory
1230	13	0	factual	amorphous	known-subject
1231	27	0	factual	specific	known-item
1232	57	0	intellectual	amorphous	exploratory
1233	16	0	factual	amorphous	known-subject
1234	39	0	intellectual	amorphous	exploratory
1235	48	0	factual	amorphous	known-subject
1236	14	0	intellectual	specific	interpretive
1237	1	0	factual	amorphous	known-subject
1238	4	0	factual	specific	known-item
1239	27	0	factual	specific	known-item
1240	50	0	intellectual	specific	interpretive
1241	56	0	factual	amorphous	known-subject
1242	27	0	factual	specific	known-item
1243	45	0	intellectual	amorphous	exploratory
1244	8	0	factual	specific	known-item
1245	39	0	intellectual	amorphous	exploratory
1246	43	0	intellectual	specific	interpretive
1247	27	0	factual	specific	known-item
1248	47	0	factual	specific	known-item
1249	28	0	intellectual	specific	interpretive
1250	17	0	intellectual	amorphous	exploratory
1251	18	0	intellectual	amorphous	exploratory
1252	8	0	factual	specific	known-item
1253	32	0	intellectual	amorphous	exploratory
1254	42	0	intellectual	amorphous	exploratory
1255	32	0	intellectual	amorphous	exploratory
1256	31	0	factual	specific	known-item
1257	3	0	intellectual	amorphous	exploratory
